fact_id,fact_type,subject,predicate,object,fact_confidence,evidence_source,evidence_source_id,evidence_url,evidence_quote_span,evidence_status,applies_to_species,applies_to_stage,jurisdiction
RULE-031-restriction-type,drug_rule,酒石酸泰乐菌素,restriction_type,withdrawal_days,0.85,农业部公告第278号,SRC-0064,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,,EXTRACTED,鸡,肉鸡,CN
RULE-031-withdrawal-days,drug_rule,酒石酸泰乐菌素,withdrawal_days,1,0.85,农业部公告第278号,SRC-0064,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,,EXTRACTED,鸡,肉鸡,CN
RULE-031-layers-ban,drug_rule,酒石酸泰乐菌素,prohibited_for_layers,yes,0.85,农业部公告第278号,SRC-0064,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,,EXTRACTED,鸡,肉鸡,CN
RULE-031-food-animal-ban,drug_rule,酒石酸泰乐菌素,prohibited_for_food_animals,no,0.85,农业部公告第278号,SRC-0064,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,,EXTRACTED,鸡,肉鸡,CN
RULE-032-restriction-type,drug_rule,酒石酸泰乐菌素,restriction_type,egg_ban,0.85,农业部公告第278号,SRC-0064,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,,EXTRACTED,鸡,产蛋期,CN
RULE-032-layers-ban,drug_rule,酒石酸泰乐菌素,prohibited_for_layers,yes,0.85,农业部公告第278号,SRC-0064,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,,EXTRACTED,鸡,产蛋期,CN
RULE-032-food-animal-ban,drug_rule,酒石酸泰乐菌素,prohibited_for_food_animals,no,0.85,农业部公告第278号,SRC-0064,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,,EXTRACTED,鸡,产蛋期,CN
RULE-074-restriction-type,drug_rule,阿苯达唑,restriction_type,withdrawal_days,0.85,农业部公告第278号,SRC-0064,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,,EXTRACTED,鸡,肉鸡/禽,CN
RULE-074-withdrawal-days,drug_rule,阿苯达唑,withdrawal_days,4,0.85,农业部公告第278号,SRC-0064,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,,EXTRACTED,鸡,肉鸡/禽,CN
RULE-074-layers-ban,drug_rule,阿苯达唑,prohibited_for_layers,no,0.85,农业部公告第278号,SRC-0064,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,,EXTRACTED,鸡,肉鸡/禽,CN
RULE-074-food-animal-ban,drug_rule,阿苯达唑,prohibited_for_food_animals,no,0.85,农业部公告第278号,SRC-0064,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,,EXTRACTED,鸡,肉鸡/禽,CN
RULE-021-restriction-type,drug_rule,阿莫西林,restriction_type,withdrawal_days,0.98,农业农村部公告第190号,SRC-0063,https://www.moa.gov.cn/nybgb/2019/201907/202001/t20200106_6334395.htm,,EXTRACTED,鸡,肉鸡,CN
RULE-021-withdrawal-days,drug_rule,阿莫西林,withdrawal_days,7,0.98,农业农村部公告第190号,SRC-0063,https://www.moa.gov.cn/nybgb/2019/201907/202001/t20200106_6334395.htm,,EXTRACTED,鸡,肉鸡,CN
RULE-021-layers-ban,drug_rule,阿莫西林,prohibited_for_layers,yes,0.98,农业农村部公告第190号,SRC-0063,https://www.moa.gov.cn/nybgb/2019/201907/202001/t20200106_6334395.htm,,EXTRACTED,鸡,肉鸡,CN
RULE-021-food-animal-ban,drug_rule,阿莫西林,prohibited_for_food_animals,no,0.98,农业农村部公告第190号,SRC-0063,https://www.moa.gov.cn/nybgb/2019/201907/202001/t20200106_6334395.htm,,EXTRACTED,鸡,肉鸡,CN
RULE-022-restriction-type,drug_rule,阿莫西林,restriction_type,egg_ban,0.98,农业农村部公告第190号,SRC-0063,https://www.moa.gov.cn/nybgb/2019/201907/202001/t20200106_6334395.htm,,EXTRACTED,鸡,产蛋期,CN
RULE-022-layers-ban,drug_rule,阿莫西林,prohibited_for_layers,yes,0.98,农业农村部公告第190号,SRC-0063,https://www.moa.gov.cn/nybgb/2019/201907/202001/t20200106_6334395.htm,,EXTRACTED,鸡,产蛋期,CN
RULE-022-food-animal-ban,drug_rule,阿莫西林,prohibited_for_food_animals,no,0.98,农业农村部公告第190号,SRC-0063,https://www.moa.gov.cn/nybgb/2019/201907/202001/t20200106_6334395.htm,,EXTRACTED,鸡,产蛋期,CN
RULE-033-restriction-type,drug_rule,马杜霉素铵,restriction_type,withdrawal_days,0.85,农业部公告第278号,SRC-0064,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,,EXTRACTED,鸡,肉鸡,CN
RULE-033-withdrawal-days,drug_rule,马杜霉素铵,withdrawal_days,5,0.85,农业部公告第278号,SRC-0064,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,,EXTRACTED,鸡,肉鸡,CN
RULE-033-layers-ban,drug_rule,马杜霉素铵,prohibited_for_layers,yes,0.85,农业部公告第278号,SRC-0064,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,,EXTRACTED,鸡,肉鸡,CN
RULE-033-food-animal-ban,drug_rule,马杜霉素铵,prohibited_for_food_animals,no,0.85,农业部公告第278号,SRC-0064,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,,EXTRACTED,鸡,肉鸡,CN
RULE-034-restriction-type,drug_rule,马杜霉素铵,restriction_type,egg_ban,0.85,农业部公告第278号,SRC-0064,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,,EXTRACTED,鸡,产蛋期,CN
RULE-034-layers-ban,drug_rule,马杜霉素铵,prohibited_for_layers,yes,0.85,农业部公告第278号,SRC-0064,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,,EXTRACTED,鸡,产蛋期,CN
RULE-034-food-animal-ban,drug_rule,马杜霉素铵,prohibited_for_food_animals,no,0.85,农业部公告第278号,SRC-0064,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,,EXTRACTED,鸡,产蛋期,CN
TOPIC:start-here-for-case-triage-DIS-008,topic_membership,start-here-for-case-triage,contains_disease,禽流感,0.95,disease_index,SRC-0019,,,EXTRACTED,chicken,,
TOPIC:start-here-for-case-triage-DIS-003,topic_membership,start-here-for-case-triage,contains_disease,传染性支气管炎,0.95,disease_index,SRC-0031,,,EXTRACTED,chicken,,
TOPIC:start-here-for-case-triage-DIS-009,topic_membership,start-here-for-case-triage,contains_disease,新城疫,0.95,disease_index,SRC-0020,,,EXTRACTED,chicken,,
TOPIC:start-here-for-case-triage-DIS-012,topic_membership,start-here-for-case-triage,contains_disease,传染性喉气管炎,0.95,disease_index,SRC-0038,,,EXTRACTED,chicken,,
TOPIC:start-here-for-case-triage-DIS-010,topic_membership,start-here-for-case-triage,contains_disease,传染性法氏囊病,0.95,disease_index,SRC-0036,,,EXTRACTED,chicken,,
TOPIC:start-here-for-case-triage-DIS-011,topic_membership,start-here-for-case-triage,contains_disease,马立克病,0.95,disease_index,SRC-0037,,,EXTRACTED,chicken,,
TOPIC:start-here-for-case-triage-DIS-016,topic_membership,start-here-for-case-triage,contains_disease,禽痘,0.95,disease_index,SRC-0042,,,EXTRACTED,chicken,,
TOPIC:start-here-for-case-triage-Banned-drugs-and-residue-red-lines,topic_membership,start-here-for-case-triage,contains_rule,Banned drugs and residue red lines,0.92,rule_index,,,,EXTRACTED,chicken,,CN
TOPIC:start-here-for-case-triage-China-disease-classification-and-reporting-boundary,topic_membership,start-here-for-case-triage,contains_rule,China disease classification and reporting boundary,0.92,rule_index,,,,EXTRACTED,chicken,,CN
TOPIC:start-here-for-case-triage-Label-insert-and-approval-number-governance,topic_membership,start-here-for-case-triage,contains_rule,"Label, insert, and approval-number governance",0.92,rule_index,,,,EXTRACTED,chicken,,CN
TOPIC:start-here-for-case-triage-Mandatory-immunization-and-vaccine-records,topic_membership,start-here-for-case-triage,contains_rule,Mandatory immunization and vaccine records,0.92,rule_index,,,,EXTRACTED,chicken,,CN
TOPIC:differential-diagnosis-and-disease-navigation-DIS-023,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,霉菌毒素中毒,0.95,disease_index,SRC-0049,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-019,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,肉毒梭菌中毒,0.95,disease_index,SRC-0045,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-025,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,腹水综合征,0.95,disease_index,SRC-0051,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-033,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,鸡痛风,0.95,disease_index,SRC-0119,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-037,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,鸡红螨病,0.95,disease_index,SRC-0075,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-020,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,组织滴虫病,0.95,disease_index,SRC-0046,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-002,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,鸡球虫病,0.95,disease_index,SRC-0030,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-022,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,鸡绦虫病,0.95,disease_index,SRC-0048,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-021,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,鸡蛔虫病,0.95,disease_index,SRC-0047,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-054,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,禽结核病,0.95,disease_index,SRC-0102,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-055,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,鸡产蛋下降综合征,0.95,disease_index,SRC-0104,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-060,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,住白细胞虫病,0.95,disease_index,SRC-0117,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-052,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,偏肺病毒感染,0.95,disease_index,SRC-0100,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-048,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,小核糖核酸病毒感染,0.95,disease_index,SRC-0093,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-057,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,滑液囊支原体感染,0.95,disease_index,SRC-0113,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-050,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,禽丹毒,0.95,disease_index,SRC-0098,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-058,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,禽螺旋体病,0.95,disease_index,SRC-0114,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-059,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,禽衣原体病,0.95,disease_index,SRC-0116,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-039,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,网状内皮组织增生症,0.95,disease_index,SRC-0083,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-047,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,轮状病毒感染,0.95,disease_index,SRC-0092,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-053,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,隐孢子虫病,0.95,disease_index,SRC-0101,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-028,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,氨气刺激性呼吸道病,0.95,disease_index,SRC-0054,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-004,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,热应激,0.95,disease_index,SRC-0032,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-041,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,病毒性关节炎,0.95,disease_index,SRC-0106,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-056,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,鸡病毒性关节炎,0.95,disease_index,SRC-0106,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-003,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,传染性支气管炎,0.95,disease_index,SRC-0031,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-038,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,禽白血病,0.95,disease_index,SRC-0018,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-036,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,高致病性禽流感,0.95,disease_index,SRC-0014,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-049,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,鸡心包积液综合征,0.95,disease_index,SRC-0096,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-012,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,传染性喉气管炎,0.95,disease_index,SRC-0038,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-010,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,传染性法氏囊病,0.95,disease_index,SRC-0036,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-042,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,包涵体肝炎和肝炎心包积液综合征,0.95,disease_index,SRC-0086,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-016,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,禽痘,0.95,disease_index,SRC-0042,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-030,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,禽脑脊髓炎,0.95,disease_index,SRC-0056,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-040,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,鸡传染性贫血,0.95,disease_index,SRC-0084,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-045,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,念珠菌病,0.95,disease_index,SRC-0089,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-017,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,曲霉菌病,0.95,disease_index,SRC-0043,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-013,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,鸡支原体病,0.95,disease_index,SRC-0039,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-001,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,鸡白痢,0.95,disease_index,SRC-0029,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-015,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,传染性鼻炎,0.95,disease_index,SRC-0041,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-031,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,卵黄囊感染,0.95,disease_index,SRC-0087,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-032,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,卵黄性腹膜炎,0.95,disease_index,SRC-0118,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-007,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,坏死性肠炎,0.95,disease_index,SRC-0035,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-035,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,坏疽性皮炎,0.95,disease_index,SRC-0121,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-006,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,大肠杆菌病,0.95,disease_index,SRC-0034,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-051,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,弯曲杆菌感染,0.95,disease_index,SRC-0099,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-044,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,溃疡性肠炎,0.95,disease_index,SRC-0088,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-034,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,禽副伤寒,0.95,disease_index,SRC-0120,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-014,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,禽霍乱,0.95,disease_index,SRC-0040,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-046,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,肠球菌病,0.95,disease_index,SRC-0090,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-043,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,脐炎,0.95,disease_index,SRC-0087,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-018,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,葡萄球菌病,0.95,disease_index,SRC-0044,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-029,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,鸡伤寒,0.95,disease_index,SRC-0055,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-011,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,马立克病,0.95,disease_index,SRC-0037,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-026,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,笼养蛋鸡疲劳症,0.95,disease_index,SRC-0052,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-005,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,维生素缺乏症,0.95,disease_index,SRC-0033,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-024,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,脂肪肝出血综合征,0.95,disease_index,SRC-0050,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-027,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,啄癖,0.95,disease_index,SRC-0053,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-008,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,禽流感,0.95,disease_index,SRC-0019,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-009,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,新城疫,0.95,disease_index,SRC-0020,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-008,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,禽流感,0.95,disease_index,SRC-0019,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-041,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,病毒性关节炎,0.95,disease_index,SRC-0106,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-056,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,鸡病毒性关节炎,0.95,disease_index,SRC-0106,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-003,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,传染性支气管炎,0.95,disease_index,SRC-0031,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-038,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,禽白血病,0.95,disease_index,SRC-0018,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-036,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,高致病性禽流感,0.95,disease_index,SRC-0014,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-009,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,新城疫,0.95,disease_index,SRC-0020,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-054,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,禽结核病,0.95,disease_index,SRC-0102,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-055,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,鸡产蛋下降综合征,0.95,disease_index,SRC-0104,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-049,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,鸡心包积液综合征,0.95,disease_index,SRC-0096,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-013,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,鸡支原体病,0.95,disease_index,SRC-0039,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-012,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,传染性喉气管炎,0.95,disease_index,SRC-0038,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-010,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,传染性法氏囊病,0.95,disease_index,SRC-0036,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-011,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,马立克病,0.95,disease_index,SRC-0037,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-001,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,鸡白痢,0.95,disease_index,SRC-0029,,,EXTRACTED,chicken,,
TOPIC:differential-diagnosis-and-disease-navigation-DIS-037,topic_membership,differential-diagnosis-and-disease-navigation,contains_disease,鸡红螨病,0.95,disease_index,SRC-0075,,,EXTRACTED,chicken,,
TOPIC:standards-laboratory-confirmation-and-source-backed-diagnosis-DIS-008,topic_membership,standards-laboratory-confirmation-and-source-backed-diagnosis,contains_disease,禽流感,0.95,disease_index,SRC-0019,,,EXTRACTED,chicken,,
TOPIC:standards-laboratory-confirmation-and-source-backed-diagnosis-DIS-003,topic_membership,standards-laboratory-confirmation-and-source-backed-diagnosis,contains_disease,传染性支气管炎,0.95,disease_index,SRC-0031,,,EXTRACTED,chicken,,
TOPIC:standards-laboratory-confirmation-and-source-backed-diagnosis-DIS-009,topic_membership,standards-laboratory-confirmation-and-source-backed-diagnosis,contains_disease,新城疫,0.95,disease_index,SRC-0020,,,EXTRACTED,chicken,,
TOPIC:standards-laboratory-confirmation-and-source-backed-diagnosis-DIS-013,topic_membership,standards-laboratory-confirmation-and-source-backed-diagnosis,contains_disease,鸡支原体病,0.95,disease_index,SRC-0039,,,EXTRACTED,chicken,,
TOPIC:standards-laboratory-confirmation-and-source-backed-diagnosis-DIS-012,topic_membership,standards-laboratory-confirmation-and-source-backed-diagnosis,contains_disease,传染性喉气管炎,0.95,disease_index,SRC-0038,,,EXTRACTED,chicken,,
TOPIC:standards-laboratory-confirmation-and-source-backed-diagnosis-DIS-010,topic_membership,standards-laboratory-confirmation-and-source-backed-diagnosis,contains_disease,传染性法氏囊病,0.95,disease_index,SRC-0036,,,EXTRACTED,chicken,,
TOPIC:standards-laboratory-confirmation-and-source-backed-diagnosis-DIS-011,topic_membership,standards-laboratory-confirmation-and-source-backed-diagnosis,contains_disease,马立克病,0.95,disease_index,SRC-0037,,,EXTRACTED,chicken,,
TOPIC:standards-laboratory-confirmation-and-source-backed-diagnosis-DIS-001,topic_membership,standards-laboratory-confirmation-and-source-backed-diagnosis,contains_disease,鸡白痢,0.95,disease_index,SRC-0029,,,EXTRACTED,chicken,,
TOPIC:standards-laboratory-confirmation-and-source-backed-diagnosis-DIS-015,topic_membership,standards-laboratory-confirmation-and-source-backed-diagnosis,contains_disease,传染性鼻炎,0.95,disease_index,SRC-0041,,,EXTRACTED,chicken,,
TOPIC:standards-laboratory-confirmation-and-source-backed-diagnosis-DIS-007,topic_membership,standards-laboratory-confirmation-and-source-backed-diagnosis,contains_disease,坏死性肠炎,0.95,disease_index,SRC-0035,,,EXTRACTED,chicken,,
TOPIC:standards-laboratory-confirmation-and-source-backed-diagnosis-DIS-006,topic_membership,standards-laboratory-confirmation-and-source-backed-diagnosis,contains_disease,大肠杆菌病,0.95,disease_index,SRC-0034,,,EXTRACTED,chicken,,
TOPIC:standards-laboratory-confirmation-and-source-backed-diagnosis-DIS-017,topic_membership,standards-laboratory-confirmation-and-source-backed-diagnosis,contains_disease,曲霉菌病,0.95,disease_index,SRC-0043,,,EXTRACTED,chicken,,
TOPIC:standards-laboratory-confirmation-and-source-backed-diagnosis-DIS-004,topic_membership,standards-laboratory-confirmation-and-source-backed-diagnosis,contains_disease,热应激,0.95,disease_index,SRC-0032,,,EXTRACTED,chicken,,
TOPIC:standards-laboratory-confirmation-and-source-backed-diagnosis-DIS-016,topic_membership,standards-laboratory-confirmation-and-source-backed-diagnosis,contains_disease,禽痘,0.95,disease_index,SRC-0042,,,EXTRACTED,chicken,,
TOPIC:standards-laboratory-confirmation-and-source-backed-diagnosis-DIS-014,topic_membership,standards-laboratory-confirmation-and-source-backed-diagnosis,contains_disease,禽霍乱,0.95,disease_index,SRC-0040,,,EXTRACTED,chicken,,
TOPIC:standards-laboratory-confirmation-and-source-backed-diagnosis-DIS-020,topic_membership,standards-laboratory-confirmation-and-source-backed-diagnosis,contains_disease,组织滴虫病,0.95,disease_index,SRC-0046,,,EXTRACTED,chicken,,
TOPIC:standards-laboratory-confirmation-and-source-backed-diagnosis-DIS-005,topic_membership,standards-laboratory-confirmation-and-source-backed-diagnosis,contains_disease,维生素缺乏症,0.95,disease_index,SRC-0033,,,EXTRACTED,chicken,,
TOPIC:standards-laboratory-confirmation-and-source-backed-diagnosis-DIS-019,topic_membership,standards-laboratory-confirmation-and-source-backed-diagnosis,contains_disease,肉毒梭菌中毒,0.95,disease_index,SRC-0045,,,EXTRACTED,chicken,,
