fact_id,fact_type,subject,predicate,object,fact_confidence,evidence_source,evidence_source_id,evidence_url,evidence_quote_span,evidence_coverage,applies_to_species,applies_to_stage,jurisdiction
RAU3-CAUTION-05763fd0,tcm_caution_contraindication,麦冬,has_use_caution,寒咳多痰、脾虚便溏者不宜用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.553; line=4004; section=第十二节 补益药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-2a2091b2,tcm_combination_contraindication,天冬,has_combination_or_contraindication,① 常配麦冬、沙参、川贝母等同用，治燥热咳嗽；常配麦冬、川贝母、生地黄、阿胶等同用，治劳嗽咯血或干咳痰黏、痰中带血。 ② 配熟地黄、知母、黄柏等同用，治肾虚火旺、潮热滑精等；配党参、生地黄等同用，如《温病条辨》三才汤，治热病伤津口 渴；与生地黄、玄参、火麻仁等配伍，用于热伤津液的肠燥便秘。 ③ 本品避免与奎宁、麻黄碱、阿托品、强心苷类、降血糖药（苯乙双胍、甲苯磺丁脲等）、水杨酸制剂以及排钾利尿药（如氢氯噻嗪等）等配伍，易发生沉淀、影响吸收，中毒，拮抗，易促成消化性溃疡以及易致低钾血症。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.554; line=4028; section=第十二节 补益药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-2a2091b2,tcm_caution_contraindication,天冬,has_use_caution,寒咳多痰、脾虚便溏者不宜用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.554; line=4028; section=第十二节 补益药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-4cfd0169,tcm_combination_contraindication,石斛,has_combination_or_contraindication,本品常配生地黄、麦冬、沙参、天花粉等，有清热生津之效，重在滋养肺胃之阴而退虚热，用于热病伤津、低热烦渴、口燥咽干、舌红苔少，肺胃有热、口渴贪饮者亦可使用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.555; line=4051; section=第十二节 补益药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-4cfd0169,tcm_caution_contraindication,石斛,has_use_caution,湿热及温热尚未化燥者忌用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.555; line=4051; section=第十二节 补益药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-d80fe2fe,tcm_combination_contraindication,玉竹,has_combination_or_contraindication,① 本品常与沙参、麦冬、川贝母等同用，能养阴、润肺而止燥咳，用于阴虚肺燥的干咳少痰。 ② 本品常配生地黄、麦冬等同用，如益胃汤，能益胃生津，并治内热消渴，用于热病伤津、烦热口渴等，可治热病伤津的烦热口渴。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.555; line=4069; section=第十二节 补益药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-d80fe2fe,tcm_caution_contraindication,玉竹,has_use_caution,寒湿盛者忌用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.555; line=4069; section=第十二节 补益药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-6a073c5c,tcm_combination_contraindication,黄精,has_combination_or_contraindication,① 可单用熬膏服，或配沙参、天冬、川贝母、知母等同用，用于治疗阴虚肺燥咳嗽；配地黄、天冬、百部等同用，治劳嗽久咳。 ② 与党参、白术等同用，用于脾胃气虚而倦怠乏力、食欲不振、脉象虚软者；与石斛、麦冬、山药等同用，用于脾胃阴虚而致口干食少、舌红无苔者。 ③ 本品常配枸杞子、熟地黄等同用，用于肾虚精亏的腰膝痿软。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.556; line=4090; section=第十二节 补益药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-6a073c5c,tcm_caution_contraindication,黄精,has_use_caution,脾虚有湿者不宜用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.556; line=4090; section=第十二节 补益药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-b6a5be26,tcm_combination_contraindication,百合,has_combination_or_contraindication,① 与款冬花配伍，如《济生方》百花膏，用于肺阴虚的燥热咳嗽、痰中带血；配生地黄、玄参、川贝母等，如百合固金汤，用于肺虚久咳、劳嗽咯血。 ② 本品常配知母、生地黄同用，如百合知母汤、百合地黄汤，能清心安神，用于热病余热未清、惊悸、躁动不安等。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.557; line=4112; section=第十二节 补益药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-b6a5be26,tcm_caution_contraindication,百合,has_use_caution,外感风寒咳嗽者忌用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.557; line=4112; section=第十二节 补益药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-50546d42,tcm_combination_contraindication,枸杞子,has_combination_or_contraindication,① 本品常与菟丝子、熟地黄、山茱萸等同用，为滋阴补血的 常用药，用于肝肾亏虚、精血不足、腰胯乏力等。 ② 本品常配菊花、地黄等，如杞菊地黄丸，有补肝肾、益精血、明目之效，用于肝肾不足所致视力减退、内障目昏、瞳孔放大等。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.558; line=4133; section=第十二节 补益药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-50546d42,tcm_caution_contraindication,枸杞子,has_use_caution,脾虚湿滞、内有实热者不宜用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.558; line=4133; section=第十二节 补益药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-c89ee886,tcm_combination_contraindication,鳖 甲,has_combination_or_contraindication,① 配青蒿、秦艽、知母等，如青蒿鳖甲汤、秦艽鳖甲散等，用于阴虚发热作用较龟甲为优，为治阴虚发热的要药；配生地黄、牡蛎、菊花等同用，治疗阴虚阳亢、头晕目眩；常配生地黄、龟甲、牡蛎等同用，用于热病伤阴、阴虚风动、舌干红绛。 ② 本品常配三棱、莪术、木香、桃仁、红花、青皮等，能软坚散结，通血脉而消症瘕，用于症瘕积聚作痛等。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.559; line=4155; section=第十二节 补益药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-c89ee886,tcm_caution_contraindication,鳖 甲,has_use_caution,阳虚及外感未解、脾虚泄泻及孕畜忌用。 # 附龟甲 为龟科动物乌龟的背甲及腹甲。本品性寒，味甘、咸；归肝、肾、心经；功能滋阴潜阳、益肾健骨、止血、养血补心；多用于治阴虚内热、骨蒸盗汗、热病伤阴、心虚惊悸等。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.559; line=4155; section=第十二节 补益药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-4321024a,tcm_combination_contraindication,女贞子,has_combination_or_contraindication,① 配熟地黄、菟丝子、枸杞子等同用，用于肝肾阴虚的目暗不明、视力减退、腰胯无力、滑精耳鸣等；配地骨皮、生地黄等同用，可治阴虚发热。 ② 本品属酸性药物，不与磺胺类药、氨基糖苷类（链霉素、红霉素、庆大霉素、卡那霉素等）、喹诺酮类、氨茶碱等碱性药，以及呋喃妥因、利福平、阿司匹林、吲哚美辛等配伍，可能与其易发生析出结晶而致结晶尿、血尿，减弱药效，起中和反应，降低或 兽/药/合理/应/用/与/联/用/手/册 失去药效，加重对肾脏的毒性等有关系。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.560; line=4178; section=第十二节 补益药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-4321024a,tcm_caution_contraindication,女贞子,has_use_caution,阳虚及脾虚泄泻者忌用,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.560; line=4178; section=第十二节 补益药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-5900ee0b,tcm_combination_contraindication,山茱萸（山萸肉）,has_combination_or_contraindication,① 本品常与菟丝子、熟地黄、杜仲等配伍，滋补肝肾、固肾涩精，适用于肝肾不足所致的腰胯乏力、滑精早泄等。 ② 可与党参、附子、龙骨、牡蛎等同用，适用于大汗亡阳欲脱之证；与地黄、牡丹皮、知母等配伍，可治阴虚盗汗之证。 ③ 本品属酸性药物，不与磺胺类药、氨基糖苷类（链霉素、红霉素、庆大霉素、卡那霉素等）、喹诺酮类、氨茶碱等碱性药，以及呋喃妥因、利福平、阿司匹林、吲哚美辛等配伍，可能与其易发生析出结晶而致结晶尿、血尿，减弱药效，起中和反应，降低或失去药效，加重对肾脏的毒性等有关系。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.561; line=4202; section=第十二节 补益药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-5900ee0b,tcm_caution_contraindication,山茱萸（山萸肉）,has_use_caution,"湿热、小便淋涩不宜用。 补益药功能比较见表6-4。 表 6-4 补益药功能比较 类别药物相同点不同点补气药人参党参黄芪白术山药补脾益气人参补气之力最大,独能大补元气;党参补气之力小于人参,多用于补脾益气;黄芪补中益气,善于固表升阳,并有利水消肿、托疮排脓等功效;白术苦温,主补脾阳,兼能燥湿;山药甘平,主补脾阴,并能益肺滋肾大枣甘草补气和中,调和药性大枣与生姜同用,善于调和营卫;甘草炙用补脾益气,生用能清热解毒,治肺热、咽痛、咳嗽及疮疡肿毒补血药当归熟地黄阿胶何首乌白芍补血当归味辛苦而气香,性善走散,长于活血止痛,但...",0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.561; line=4202; section=第十二节 补益药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-987ba073,tcm_combination_contraindication,石决明,has_combination_or_contraindication,① 本品常与生地黄、白芍、牡蛎等养阴、平肝药物配伍，用治肝肾阴虚、肝阳眩晕证；与夏枯草、钩藤、菊花等清热、平肝药物同用，用于肝阳上亢并肝火亢盛之头晕头痛、烦躁易怒者。 ② 本品可与夏枯草、决明子、菊花等配伍，治疗肝火上炎之目赤肿痛；与蝉蜕、菊花、木贼等配伍，治疗风热目赤、翳膜遮睛；常与熟地黄、枸杞子、菟丝子等配伍，阴虚血少之双眼干涩、目暗不明、视物不清者。 ③ 含钙类药物，与酶制剂、四环素类（相隔 3\mathrm{h} 以上则影响不大）、泼尼松龙、异烟肼、利福平、维生素C等配伍，可发生络合、生成难溶物等降低生物利用度。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.562; line=4240; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-17ae27a5,tcm_combination_contraindication,草决明,has_combination_or_contraindication,① 本品常与夏枯草、栀子、菊花、黄芩、龙胆等同用，用于肝经实火、目赤肿痛、羞明多泪者；常与沙苑子、枸杞子等同用，用于肝肾阴亏、双眼干涩、视物不清者。 ② 本品常与火麻仁、瓜萎仁等配伍，用于内热肠燥、大便秘结。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.562; line=4256; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-17ae27a5,tcm_caution_contraindication,草决明,has_use_caution,气虚便溏者不宜应用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.562; line=4256; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-10c68a28,tcm_combination_contraindication,羚羊角,has_combination_or_contraindication,① 常与钩藤、菊花、白芍等配伍，即羚角钩藤汤，用于治温热病热邪炽盛、热极动风之高热神昏、惊厥抽搐者。与钩藤、天竺黄、郁金、朱砂等同用，用于治癫痫、惊悸。 ② 本品与石决明、牡蛎、天麻等平肝潜阳药物同用，共奏平肝阳、止眩晕之效，用于肝阳上亢、头晕目眩。 ③ 常与龙胆、决明子、黄芩等配伍，如羚羊角散，用于肝火上炎、目赤头痛。 ④ 与石膏、寒水石等配伍，如紫雪丹，用于治热病神昏、壮热、躁狂、抽搐等症；每以本品配入白虎汤中取效，用于治热毒发斑。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.563; line=4277; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-c0df7db5,tcm_combination_contraindication,珍珠,has_combination_or_contraindication,① 本品常与牡蛎、白芍、磁石等平肝药同用，治疗肝阳上亢、头晕目眩；可与钩藤、菊花、夏枯草等清肝火的药物配伍，用于肝阳上亢并有肝热烦躁易怒者。 ② 本品常与石决明、菊花、车前子配伍，可清肝明目退翳， 用于治肝热目赤、翳障；与枸杞子、贞子、黑芝麻等配伍，可养肝明目，用于治肝虚目暗、视物昏花；与苍术、猪肝或鸡肝同煮服用，可治夜盲。 ③ 与朱砂、龙骨、琥珀等安神药配伍，治疗心悸、心神不宁；亦可与天麻、钩藤、天南星等息风止痉药配伍，治疗癫痫、惊风抽搐。 ④ 本品研细末外用，可燥湿敛疮，用于湿疮瘙痒。近年来人医临床用珍珠层粉内服治疗胃、十二指肠球部溃疡，或制成眼膏外用治疗白内障、角膜炎及结膜炎，均有相当疗效。 ⑤ 含钙类药物，与酶制剂、四环素类...,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.564; line=4294; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-a621b428,tcm_combination_contraindication,天麻,has_combination_or_contraindication,本品与钩藤、全蝎、川芎、白芍等配伍，用于治肝风内动引起的抽搐拘挛；与天南星、僵蚕、全蝎等同用，用于治破伤风；与牛膝、桑寄生等配伍，用于治瘫痪、麻木之证；常与秦艽、牛膝、独活、杜仲等配伍，用于治风湿痹痛。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.564; line=4315; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-a621b428,tcm_caution_contraindication,天麻,has_use_caution,阴虚者忌用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.564; line=4315; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-5538bb14,tcm_combination_contraindication,钩藤,has_combination_or_contraindication,① 常与天麻、全蝎、蝉蜕等同用，用于治惊风壮热神昏、牙关紧闭、四肢抽搐等症；与羚羊角、白芍药、菊花等配伍，如羚角钩藤汤，用于治温热病热极生风、痉挛抽搐。 ② 本品常与天麻、石决明、菊花、白芍、夏枯草等配伍，用于肝经有热、肝阳上亢的目赤肿痛。 ③ 常与防风、蝉蜕、桑叶等同用，有疏散风热之效，用于外感风热之证。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.565; line=4333; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-5538bb14,tcm_caution_contraindication,钩藤,has_use_caution,① 不宜久煎。 ② 无实热及实火者忌用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.565; line=4333; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-ae2381da,tcm_combination_contraindication,刺蒺藜,has_combination_or_contraindication,① 本品常与钩藤、珍珠母、菊花等同用，以增强其平肝之功，用于肝阳上亢、头晕目眩。 ② 与柴胡、香附、青皮等疏理肝气药物配伍，用于治胸胁胀痛；单用本品研末服或与穿山甲、王不留行等配伍，用于治产后肝郁乳汁不通、乳房胀痛。 ③ 与菊花、决明子、蔓荆子等药配伍，如白蒺藜散，用于治风热目赤肿痛、多泪多或多膜遮睛等症。 ④ 与防风、荆芥、地肤子等祛风止痒药配伍，用于风疹瘙痒。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.566; line=4354; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-ae2381da,tcm_caution_contraindication,刺蒺藜,has_use_caution,气血虚及孕畜慎用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.566; line=4354; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-28ebf398,tcm_combination_contraindication,罗布麻,has_combination_or_contraindication,① 本品常与钩藤、菊花、夏枯草或牡蛎、石决明、赭石等同 用，可治疗肝阳上亢及肝火上攻之头晕目眩。 ② 本品单用或与车前子、木通、茯苓等同用，用于治水肿、小便不利而有热象者。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.567; line=4377; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-28ebf398,tcm_caution_contraindication,罗布麻,has_use_caution,不宜过量和长时间服用，以免中毒。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.567; line=4377; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-7b51d036,tcm_combination_contraindication,木贼,has_combination_or_contraindication,本品常与谷精草、石决明、草决明、白蒺藜、菊花、蝉蜕等同用，有疏风热、退翳膜的作用，用治风热目赤肿痛、羞明流泪或睛生翳膜者。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.567; line=4399; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-7b51d036,tcm_caution_contraindication,木贼,has_use_caution,阴虚火旺者忌用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.567; line=4399; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-be892453,tcm_combination_contraindication,谷精草,has_combination_or_contraindication,① 本品常与菊花、桑叶、防风、生地黄、赤芍、木贼、决明子等同用，适用于风热目疾、羞明流泪、翳膜遮眼等症。 ② 本品常配薄荷、菊花、牛蒡子等药用，疏散风热而治风热头痛。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.568; line=4417; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-59080da9,tcm_combination_contraindication,密蒙花,has_combination_or_contraindication,本品与石决明、青葙子、决明子、木贼等同用，用于肝热目赤肿痛、羞明流泪、睛生翳障等症；多与枸杞子、菊花、菟丝子、熟地黄、蒺藜等配伍，用于治肝虚有热之目疾。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.569; line=4436; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-76f2b64a,tcm_combination_contraindication,青 稻 子,has_combination_or_contraindication,本品常配决明子、密蒙花、菊花等同用，能清肝退翳，主要用于肝热引起的目赤肿痛、睛生翳膜、视物不见等症。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.569; line=4450; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-94dea211,tcm_combination_contraindication,夜明砂,has_combination_or_contraindication,本品可单用或配桑白皮、黄芩、赤芍、牡丹皮、生地黄、白茅根等同用，能消瘀积，用于肝热目赤、白睛溢血；可与苍术等配伍，用于治内外翳障。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.570; line=4464; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-94dea211,tcm_caution_contraindication,夜明砂,has_use_caution,虚寒及孕畜忌用。 # 二、平肝息风药,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.570; line=4464; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-770f4b8c,tcm_combination_contraindication,全蝎,has_combination_or_contraindication,① 本品用于惊痫及破伤风等内外风证。本品为息风止痉的要药。常与蔓荆子、旋覆花、乌蛇等同用，用于治破伤风；与白附子、僵蚕、天麻、当归等同用，用于治中风口眼歪斜；与蜈蚣、钩藤、当归、川芎等配伍，用于治惊痫证。 ② 本品常用麻油煎全蝎、栀子加黄蜡为膏药，外敷患处，可用于恶疮肿毒。 ③ 本品常与祛风胜湿药同用，常见搭配有蜈蚣、僵蚕、川芎、羌活等，治疗风湿痹痛之重症。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.570; line=4484; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-770f4b8c,tcm_caution_contraindication,全蝎,has_use_caution,血虚生风者忌用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.570; line=4484; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-2796568a,tcm_combination_contraindication,蜈蚣,has_combination_or_contraindication,① 本品有比全蝎更强的息内风及搜风通络作用，二者常相须为用，治疗多种原因引起的痉挛抽搐，如止痉散。经适当配伍，亦可用于急慢惊风、破伤风、风中经络之口眼歪斜等症。 ② 本品同雄黄、猪胆汁配伍制膏，如不二散，外敷恶疮肿毒颇佳，与茶叶共为细末，敷治瘰疬溃烂；若以本品焙黄，研细末，开水送服，或与黄连、大黄、生甘草等同用，又可治毒蛇咬伤。 ③ 本品亦有与全蝎相似的通络止痛作用，可与防风、独活、威灵仙等祛风、除湿、通络药物同用，用于风湿顽痹。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.571; line=4506; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-2796568a,tcm_caution_contraindication,蜈蚣,has_use_caution,本品有毒，用量不宜过大，孕畜忌服。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.571; line=4506; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-db57f9af,tcm_combination_contraindication,僵蚕,has_combination_or_contraindication,① 常与全蝎、牛黄、胆南星等清热化痰、息风止痉药物配伍，如千金散，用于治痰热急惊；与党参、白术、天麻等益气健脾、息风止痉药物配伍，如醒脾散，用于治肺虚久泻、慢惊抽搐；与全蝎、蜈蚣、钩藤等配伍，如摄风散，治破伤风痉挛抽搐、角弓反张。 ② 本品常与全蝎、白附子同用，如牵正散，共收祛风止痉之效、用于风中经络、口眼歪斜。 ③ 常与桑叶、菊花、薄荷、木贼、荆芥等疏风清热之品配伍，治疗肝经风热上攻之目赤肿痛、羞明流泪等症；可与桔梗、荆芥、甘草等同用，如六味汤，用治风热上攻、咽喉肿痛、声音嘶哑者；可单用研末服，或与蝉蜕、薄荷等祛风止痒药同用，治疗风疹瘙痒。 ④ 与浙贝母、夏枯草、连翘等清热、化痰、散结药物同用，用于痰核、瘰疬。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.572; line=4528; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-db57f9af,tcm_caution_contraindication,僵蚕,has_use_caution,非热证者忌用。 # 附 僵蛹 为近年中国科学院动物研究所等单位研制的以蚕蛹为底物，经白僵菌发酵的制成品。据药理实验和临床观察证明，僵蛹与僵蚕的功用相近，而僵蛹作用较和缓，故僵蛹可代替僵蚕药用。现已制成片剂，用于人医临床，治疗癫痫、腮腺炎、慢性支气管炎等疾病，均取得满意的疗效。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.572; line=4528; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-d4eefa7e,tcm_combination_contraindication,地 龙,has_combination_or_contraindication,① 本品可与全蝎、钩藤、僵蚕等配伍，用于热病狂躁、痉挛抽搐等风证。 ② 本品常与天南星、川乌、草乌等同用，用于风湿痹痛。 ③ 与麻黄、杏仁等同用，用于肺热喘息、膀胱实热；与车前子、冬瓜等配伍，用于治热结膀胱、小便不利及水肿等。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.573; line=4555; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-d4eefa7e,tcm_caution_contraindication,地 龙,has_use_caution,非热证者忌用。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.573; line=4555; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-05db5594,tcm_combination_contraindication,白附子（禹白附）,has_combination_or_contraindication,① 本品与天麻、天南星、川芎等同用，适用于中风痰壅；与 僵蚕、全蝎同用，如牵正散，治中风口眼歪斜；与半夏、南星、全蝎、僵蚕等配伍，治破伤风。 ② 本品可单用本品内服或外敷，用治毒蛇咬伤。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.574; line=4581; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-05db5594,tcm_caution_contraindication,白附子（禹白附）,has_use_caution,"阴虚忌用。 平肝息风药功能比较见表6-5。 表 6-5 平肝息风药功能比较 类别药物相同点不同点平肝明目药石决明草决明谷精草密蒙花青箱子夜明砂清肝明目石决明质重而长于潜敛浮阳;草决明善解肝经郁热,并有润肠通便之功;青葙子、密蒙花都能退翳膜,但谷精草偏于疏肝热,多用于风热目疾,密蒙花则长于除翳障;夜明砂治夜盲及退翳见长木贼蒺藜平肝祛风,明目木贼专于清肝明目,多用于目赤肿痛和睛生翳障;蒺藜还能散风行血而治风疹瘙痒和乳闭不通天麻钩藤蔓荆子平肝息风镇痉天麻善治内风;钩藤长于解痉,兼疏风热,蔓荆子长于清利头目,以治风热目赤多...",0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.574; line=4581; section=第十三节 平肝息风药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-b2089bb5,tcm_combination_contraindication,朱砂,has_combination_or_contraindication,① 本品与当归、熟地黄等配伍，如朱砂安神丸，用于心血虚者；与酸枣仁、柏子仁、当归等养心安神药配伍，用于阴血虚者。 ② 本品与牛黄、麝香等开窍、息风药物同用，如安宫牛黄丸，用于治高热神昏、惊厥；多与牛黄、全蝎、钩藤等配伍，如牛黄散，治疗惊风；每与磁石同用，如磁朱丸，用于治癫痫卒昏抽搐。 ③ 多与雄黄、大戟、山慈菇等配伍，如紫金锭，治疗疮疡肿毒；多与冰片、硼砂等配伍，如冰硼散，治疗咽喉肿痛、口舌生疮。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.575; line=4623; section=第十四节 安神开窍药,complete,swine,all_stages,China/handbook context
RAU3-CAUTION-b2089bb5,tcm_caution_contraindication,朱砂,has_use_caution,① 本品有毒，内服不可过量或持续服用，以防汞中毒。 ② 忌火煅，火煅则析出水银，有剧毒。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.575; line=4623; section=第十四节 安神开窍药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-947f5fcf,tcm_combination_contraindication,琥珀,has_combination_or_contraindication,① 本品与朱砂、远志、石菖蒲等配伍，如琥珀定志丸，用于心神所伤、神不守舍之心神不宁、惊悸等症，可收定惊安神之效；可与天南星、天竺黄、朱砂等同用，如琥珀抱龙丸，用于惊风、高热、神昏抽搐以及癫痫发作、痉挛抽搐等症，又有定惊止痉之功。 ② 本品常与当归、莪术、乌药等配伍，用于产后血瘀肿痛等症；本品外用可作为生肌收敛药物，用于痈肿疮毒。 ③ 用葱白煎汤冲服琥珀，可治砂石诸淋；本品配伍金钱草、海金沙、木通等利尿通淋之品，用治石淋或热淋。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.576; line=4646; section=第十四节 安神开窍药,complete,swine,all_stages,China/handbook context
RAU3-COMBO-7ee0c396,tcm_combination_contraindication,酸枣仁,has_combination_or_contraindication,① 本品与党参、熟地黄、柏子仁、茯苓、丹参等同用，多用于阴血虚、心失所养之心悸、怔忡、躁动不安等症，且主要用于心 肝血虚之心悸、躁动不安；常与当归、黄芪、党参等配伍，如归脾汤，用于由心脾气虚引起的躁动不安；可与麦冬、生地黄、远志等配伍，如天王补心丹，用于由心肾不足、阴虚阳亢引起的心悸失眠、健忘梦遗。 ② 本品多与五味子、山茱萸、白芍或牡蛎、麻黄根、浮小麦、黄芪等同用，用于治体虚自汗、盗汗。,0.78,兽药合理应用与联用手册（401-600页）,SRC-0093,,p.577; line=4664; section=第十四节 安神开窍药,complete,swine,all_stages,China/handbook context
